clip_id,video_id,clip_num,split,has_knees_inward,has_knees_forward,knees_inward_duration,knees_forward_duration,total_error_duration,error_count,quality_score,has_nan_trajectory,exercise_type
33124_2,33124,2,train,False,True,0.0,1.79,1.79,1,0.5264550264550264,False,BackSquat
33127_2,33127,2,train,False,True,0.0,1.73,1.73,1,0.5423280423280423,False,BackSquat
33133_3,33133,3,test,False,True,0.0,1.95,1.95,1,0.4841269841269841,False,BackSquat
33146_1,33146,1,train,False,True,0.0,2.9899999999999998,2.9899999999999998,1,0.20899470899470907,False,BackSquat
33151_1,33151,1,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33153_4,33153,4,train,False,True,0.0,1.5099999999999998,1.5099999999999998,1,0.6005291005291006,False,BackSquat
33154_1,33154,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33159_5,33159,5,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33166_1,33166,1,train,False,True,0.0,1.3399999999999999,1.3399999999999999,1,0.6455026455026456,False,BackSquat
33170_1,33170,1,train,True,True,0.8800000000000001,1.47,2.35,2,0.37830687830687826,False,BackSquat
33171_1,33171,1,train,False,True,0.0,3.3499999999999996,3.3499999999999996,1,0.11375661375661383,False,BackSquat
33172_4,33172,4,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33176_3,33176,3,test,True,True,2.16,1.5500000000000003,3.7100000000000004,2,0.01851851851851838,False,BackSquat
33194_1,33194,1,train,False,True,0.0,1.01,1.01,1,0.7328042328042328,False,BackSquat
33203_1,33203,1,val,False,True,0.0,2.8600000000000003,2.8600000000000003,1,0.24338624338624326,False,BackSquat
33205_1,33205,1,train,False,True,0.0,1.5899999999999999,1.5899999999999999,1,0.5793650793650793,False,BackSquat
33207_1,33207,1,train,True,False,2.74,0.0,2.74,1,0.275132275132275,False,BackSquat
33218_2,33218,2,train,False,True,0.0,2.5,2.5,1,0.3386243386243386,False,BackSquat
33223_1,33223,1,train,True,True,1.02,1.5099999999999998,2.53,2,0.3306878306878307,False,BackSquat
33229_2,33229,2,train,False,True,0.0,2.2699999999999996,2.2699999999999996,1,0.39947089947089953,False,BackSquat
33233_1,33233,1,train,False,True,0.0,2.7599999999999993,2.7599999999999993,1,0.26984126984127,False,BackSquat
33234_1,33234,1,train,True,True,1.8900000000000001,1.77,3.66,2,0.03174603174603163,False,BackSquat
33235_2,33235,2,val,False,True,0.0,1.2399999999999998,1.2399999999999998,1,0.671957671957672,False,BackSquat
33236_3,33236,3,train,False,True,0.0,1.6,1.6,1,0.5767195767195767,False,BackSquat
33238_3,33238,3,train,False,True,0.0,1.81,1.81,1,0.5211640211640212,False,BackSquat
33245_2,33245,2,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33248_3,33248,3,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33253_2,33253,2,train,False,True,0.0,2.69,2.69,1,0.28835978835978837,False,BackSquat
33254_1,33254,1,train,False,True,0.0,2.1799999999999997,2.1799999999999997,1,0.42328042328042337,False,BackSquat
33273_1,33273,1,train,False,True,0.0,1.3,1.3,1,0.656084656084656,False,BackSquat
33277_10,33277,10,val,False,True,0.0,1.9499999999999997,1.9499999999999997,1,0.4841269841269842,False,BackSquat
33279_1,33279,1,val,True,True,1.92,3.2699999999999996,5.1899999999999995,2,0.0,False,BackSquat
33284_1,33284,1,test,False,True,0.0,1.73,1.73,1,0.5423280423280423,False,BackSquat
33289_4,33289,4,train,False,True,0.0,2.4899999999999998,2.4899999999999998,1,0.3412698412698413,False,BackSquat
33290_1,33290,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33297_2,33297,2,val,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33300_1,33300,1,train,False,True,0.0,3.2199999999999998,3.2199999999999998,1,0.14814814814814814,False,BackSquat
33301_1,33301,1,test,True,True,1.74,3.03,4.77,2,0.0,False,BackSquat
33303_1,33303,1,test,False,True,0.0,4.47,4.47,1,0.0,False,BackSquat
33305_8,33305,8,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33316_1,33316,1,test,False,True,0.0,0.2200000000000002,0.2200000000000002,1,0.9417989417989417,False,BackSquat
33322_3,33322,3,val,False,True,0.0,2.42,2.42,1,0.35978835978835977,False,BackSquat
33329_5,33329,5,val,True,False,1.0400000000000003,0.0,1.0400000000000003,1,0.7248677248677248,False,BackSquat
33330_3,33330,3,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33334_2,33334,2,val,False,True,0.0,1.27,1.27,1,0.664021164021164,False,BackSquat
33345_1,33345,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33348_2,33348,2,train,False,True,0.0,1.17,1.17,1,0.6904761904761905,False,BackSquat
33357_2,33357,2,train,False,True,0.0,2.5400000000000005,2.5400000000000005,1,0.3280423280423279,False,BackSquat
33364_2,33364,2,train,False,True,0.0,1.6900000000000002,1.6900000000000002,1,0.5529100529100528,False,BackSquat
33367_1,33367,1,train,False,True,0.0,2.63,2.63,1,0.3042328042328042,False,BackSquat
33373_5,33373,5,test,True,True,1.05,1.0699999999999998,2.12,2,0.4391534391534391,False,BackSquat
33374_2,33374,2,val,False,True,0.0,0.88,0.88,1,0.7671957671957672,False,BackSquat
33375_5,33375,5,train,True,True,3.0,3.72,6.720000000000001,2,0.0,False,BackSquat
33384_1,33384,1,val,False,True,0.0,2.6799999999999997,2.6799999999999997,1,0.29100529100529104,False,BackSquat
33387_1,33387,1,train,True,False,1.2799999999999998,0.0,1.2799999999999998,1,0.6613756613756614,False,BackSquat
33388_4,33388,4,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33406_8,33406,8,val,False,True,0.0,1.83,1.83,1,0.5158730158730158,False,BackSquat
33417_1,33417,1,train,False,True,0.0,1.27,1.27,1,0.664021164021164,False,BackSquat
33419_4,33419,4,train,False,True,0.0,0.9099999999999999,0.9099999999999999,1,0.7592592592592593,False,BackSquat
33425_1,33425,1,train,False,True,0.0,3.32,3.32,1,0.12169312169312174,False,BackSquat
33427_1,33427,1,val,False,True,0.0,1.6399999999999997,1.6399999999999997,1,0.5661375661375663,False,BackSquat
33430_2,33430,2,train,False,True,0.0,2.56,2.56,1,0.3227513227513227,False,BackSquat
33432_2,33432,2,train,True,True,1.17,2.0,3.17,2,0.1613756613756614,False,BackSquat
33433_2,33433,2,train,False,True,0.0,1.75,1.75,1,0.537037037037037,False,BackSquat
33434_1,33434,1,train,False,True,0.0,1.08,1.08,1,0.7142857142857142,False,BackSquat
33440_2,33440,2,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33454_1,33454,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33461_2,33461,2,train,False,True,0.0,1.58,1.58,1,0.582010582010582,False,BackSquat
33466_5,33466,5,train,False,True,0.0,1.9499999999999997,1.9499999999999997,1,0.4841269841269842,False,BackSquat
33468_2,33468,2,train,False,True,0.0,0.7299999999999995,0.7299999999999995,1,0.806878306878307,False,BackSquat
33483_2,33483,2,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33485_2,33485,2,train,False,True,0.0,1.32,1.32,1,0.6507936507936507,False,BackSquat
33491_1,33491,1,train,False,True,0.0,2.22,2.22,1,0.41269841269841256,False,BackSquat
33497_1,33497,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33499_1,33499,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33500_3,33500,3,train,False,True,0.0,2.02,2.02,1,0.4656084656084656,False,BackSquat
33503_2,33503,2,test,False,True,0.0,3.16,3.16,1,0.16402116402116396,False,BackSquat
33511_1,33511,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33513_1,33513,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33532_1,33532,1,train,False,True,0.0,5.23,5.23,1,0.0,False,BackSquat
33540_2,33540,2,train,False,True,0.0,1.54,1.54,1,0.5925925925925926,False,BackSquat
33547_1,33547,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33552_4,33552,4,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33554_3,33554,3,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33555_5,33555,5,train,False,True,0.0,1.53,1.53,1,0.5952380952380952,False,BackSquat
33561_3,33561,3,test,False,True,0.0,1.3,1.3,1,0.656084656084656,False,BackSquat
33565_1,33565,1,test,False,True,0.0,1.3499999999999999,1.3499999999999999,1,0.6428571428571428,False,BackSquat
33576_2,33576,2,train,True,True,6.9,4.93,11.83,2,0.0,False,BackSquat
33577_1,33577,1,val,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33584_1,33584,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33591_1,33591,1,train,True,True,2.34,2.06,4.4,2,0.0,False,BackSquat
33594_1,33594,1,train,True,True,0.97,0.7200000000000002,1.6900000000000002,2,0.5529100529100528,False,BackSquat
33596_1,33596,1,val,False,True,0.0,4.0600000000000005,4.0600000000000005,1,0.0,False,BackSquat
33599_4,33599,4,val,False,True,0.0,1.6900000000000002,1.6900000000000002,1,0.5529100529100528,False,BackSquat
33601_2,33601,2,train,False,True,0.0,1.6500000000000001,1.6500000000000001,1,0.5634920634920635,False,BackSquat
33603_1,33603,1,train,False,True,0.0,2.3200000000000003,2.3200000000000003,1,0.38624338624338617,False,BackSquat
33608_4,33608,4,train,False,True,0.0,2.1500000000000004,2.1500000000000004,1,0.43121693121693105,False,BackSquat
33620_4,33620,4,train,True,True,2.36,1.28,3.6399999999999997,2,0.03703703703703709,False,BackSquat
33626_1,33626,1,train,False,True,0.0,1.99,1.99,1,0.4735449735449735,False,BackSquat
33628_4,33628,4,test,False,True,0.0,0.5300000000000002,0.5300000000000002,1,0.8597883597883598,False,BackSquat
33630_2,33630,2,train,False,True,0.0,1.75,1.75,1,0.537037037037037,False,BackSquat
33634_10,33634,10,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33641_3,33641,3,train,False,True,0.0,1.4500000000000002,1.4500000000000002,1,0.6164021164021163,False,BackSquat
33643_1,33643,1,val,False,True,0.0,0.7799999999999998,0.7799999999999998,1,0.7936507936507937,False,BackSquat
33648_1,33648,1,train,False,True,0.0,3.3400000000000003,3.3400000000000003,1,0.11640211640211628,False,BackSquat
33652_1,33652,1,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33654_3,33654,3,train,False,True,0.0,1.25,1.25,1,0.6693121693121693,False,BackSquat
33658_1,33658,1,train,True,True,2.6900000000000004,2.21,4.9,2,0.0,False,BackSquat
33659_3,33659,3,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33660_8,33660,8,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33663_3,33663,3,train,False,True,0.0,3.5699999999999994,3.5699999999999994,1,0.05555555555555569,False,BackSquat
33666_7,33666,7,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33667_1,33667,1,train,False,True,0.0,1.83,1.83,1,0.5158730158730158,False,BackSquat
33671_1,33671,1,train,False,True,0.0,1.1999999999999997,1.1999999999999997,1,0.6825396825396826,False,BackSquat
33675_1,33675,1,train,False,True,0.0,2.4299999999999997,2.4299999999999997,1,0.3571428571428572,False,BackSquat
33676_1,33676,1,train,False,True,0.0,3.1,3.1,1,0.17989417989417977,False,BackSquat
33691_4,33691,4,train,False,True,0.0,1.5699999999999998,1.5699999999999998,1,0.5846560846560847,False,BackSquat
33725_2,33725,2,train,False,True,0.0,1.65,1.65,1,0.5634920634920635,False,BackSquat
33726_5,33726,5,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33729_4,33729,4,test,False,True,0.0,1.03,1.03,1,0.7275132275132274,False,BackSquat
33735_8,33735,8,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33736_1,33736,1,train,False,True,0.0,1.1499999999999997,1.1499999999999997,1,0.6957671957671958,False,BackSquat
33742_1,33742,1,test,False,True,0.0,1.61,1.61,1,0.574074074074074,False,BackSquat
33743_1,33743,1,val,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33747_2,33747,2,val,False,True,0.0,1.92,1.92,1,0.4920634920634921,False,BackSquat
33752_3,33752,3,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33758_1,33758,1,test,False,True,0.0,2.8499999999999996,2.8499999999999996,1,0.24603174603174605,False,BackSquat
33765_1,33765,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33775_3,33775,3,val,True,True,0.9600000000000002,1.95,2.91,2,0.23015873015873012,False,BackSquat
33777_8,33777,8,val,False,True,0.0,1.34,1.34,1,0.6455026455026455,False,BackSquat
33786_6,33786,6,train,False,True,0.0,1.1300000000000008,1.1300000000000008,1,0.7010582010582008,False,BackSquat
33791_3,33791,3,val,False,True,0.0,1.87,1.87,1,0.5052910052910052,False,BackSquat
33793_6,33793,6,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33805_1,33805,1,train,False,True,0.0,1.04,1.04,1,0.7248677248677249,False,BackSquat
33809_1,33809,1,train,False,True,0.0,1.41,1.41,1,0.626984126984127,False,BackSquat
33816_1,33816,1,train,False,True,0.0,0.9999999999999999,0.9999999999999999,1,0.7354497354497355,False,BackSquat
33819_1,33819,1,val,False,True,0.0,0.98,0.98,1,0.7407407407407407,False,BackSquat
33824_4,33824,4,train,False,True,0.0,1.8599999999999999,1.8599999999999999,1,0.5079365079365079,False,BackSquat
33827_1,33827,1,train,False,True,0.0,2.59,2.59,1,0.31481481481481477,False,BackSquat
33838_3,33838,3,train,False,True,0.0,2.19,2.19,1,0.4206349206349206,False,BackSquat
33839_1,33839,1,train,False,True,0.0,1.0100000000000002,1.0100000000000002,1,0.7328042328042328,False,BackSquat
33843_1,33843,1,test,False,True,0.0,0.9299999999999999,0.9299999999999999,1,0.753968253968254,False,BackSquat
33844_2,33844,2,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33845_1,33845,1,train,False,True,0.0,1.24,1.24,1,0.6719576719576719,False,BackSquat
33847_2,33847,2,test,False,True,0.0,1.31,1.31,1,0.6534391534391535,False,BackSquat
33850_1,33850,1,test,False,True,0.0,1.6500000000000004,1.6500000000000004,1,0.5634920634920634,False,BackSquat
33860_3,33860,3,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33868_1,33868,1,train,False,True,0.0,1.53,1.53,1,0.5952380952380952,False,BackSquat
33876_9,33876,9,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33877_2,33877,2,test,False,True,0.0,1.02,1.02,1,0.7301587301587301,False,BackSquat
33881_2,33881,2,train,False,True,0.0,1.1099999999999999,1.1099999999999999,1,0.7063492063492064,False,BackSquat
33882_2,33882,2,train,False,True,0.0,1.08,1.08,1,0.7142857142857142,False,BackSquat
33883_3,33883,3,test,False,True,0.0,2.45,2.45,1,0.35185185185185175,False,BackSquat
33884_1,33884,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
33891_1,33891,1,train,False,True,0.0,1.7499999999999998,1.7499999999999998,1,0.5370370370370371,False,BackSquat
36015_1,36015,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36021_1,36021,1,train,False,True,0.0,2.2100000000000004,2.2100000000000004,1,0.41534391534391524,False,BackSquat
36025_1,36025,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36035_2,36035,2,val,False,True,0.0,0.9700000000000002,0.9700000000000002,1,0.7433862433862433,False,BackSquat
36037_2,36037,2,train,False,True,0.0,1.2200000000000002,1.2200000000000002,1,0.6772486772486772,False,BackSquat
36041_6,36041,6,test,False,True,0.0,2.18,2.18,1,0.42328042328042326,False,BackSquat
36043_3,36043,3,val,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36046_4,36046,4,train,False,True,0.0,1.13,1.13,1,0.701058201058201,False,BackSquat
36049_2,36049,2,val,False,True,0.0,2.25,2.25,1,0.40476190476190477,False,BackSquat
36058_3,36058,3,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36077_1,36077,1,test,False,True,0.0,1.35,1.35,1,0.6428571428571428,False,BackSquat
36081_3,36081,3,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36083_1,36083,1,train,False,True,0.0,1.41,1.41,1,0.626984126984127,False,BackSquat
36085_1,36085,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36088_1,36088,1,train,False,True,0.0,2.0200000000000005,2.0200000000000005,1,0.46560846560846547,False,BackSquat
36091_2,36091,2,train,False,True,0.0,1.85,1.85,1,0.5105820105820105,False,BackSquat
36092_3,36092,3,train,False,True,0.0,2.9699999999999998,2.9699999999999998,1,0.2142857142857143,False,BackSquat
36093_1,36093,1,val,False,True,0.0,3.74,3.74,1,0.01058201058201047,False,BackSquat
36107_1,36107,1,train,False,True,0.0,0.9800000000000001,0.9800000000000001,1,0.7407407407407407,False,BackSquat
36110_8,36110,8,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36113_1,36113,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36124_1,36124,1,train,False,True,0.0,2.27,2.27,1,0.3994708994708994,False,BackSquat
36129_2,36129,2,train,False,True,0.0,2.1799999999999997,2.1799999999999997,1,0.42328042328042337,False,BackSquat
36131_1,36131,1,train,False,True,0.0,1.29,1.29,1,0.6587301587301587,False,BackSquat
36133_2,36133,2,train,False,True,0.0,1.04,1.04,1,0.7248677248677249,False,BackSquat
36138_3,36138,3,val,False,True,0.0,2.62,2.62,1,0.30687830687830686,False,BackSquat
36143_1,36143,1,test,True,True,1.8399999999999999,3.8200000000000003,5.66,2,0.0,False,BackSquat
36145_1,36145,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36150_1,36150,1,train,False,True,0.0,1.7400000000000002,1.7400000000000002,1,0.5396825396825395,False,BackSquat
36154_3,36154,3,train,False,True,0.0,1.6999999999999997,1.6999999999999997,1,0.5502645502645502,False,BackSquat
36155_3,36155,3,train,False,True,0.0,2.04,2.04,1,0.46031746031746024,False,BackSquat
36158_2,36158,2,train,False,True,0.0,2.09,2.09,1,0.4470899470899471,False,BackSquat
36165_1,36165,1,train,False,True,0.0,1.3,1.3,1,0.656084656084656,False,BackSquat
36166_1,36166,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36170_1,36170,1,train,True,True,3.74,3.8499999999999996,7.59,2,0.0,False,BackSquat
36186_3,36186,3,train,False,True,0.0,1.3599999999999999,1.3599999999999999,1,0.6402116402116402,False,BackSquat
36190_2,36190,2,train,False,True,0.0,1.4200000000000002,1.4200000000000002,1,0.6243386243386243,False,BackSquat
36206_2,36206,2,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36212_3,36212,3,val,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36221_1,36221,1,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36222_1,36222,1,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36224_1,36224,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36233_1,36233,1,test,False,True,0.0,2.3199999999999994,2.3199999999999994,1,0.3862433862433864,False,BackSquat
36236_2,36236,2,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36238_5,36238,5,train,False,True,0.0,1.4100000000000001,1.4100000000000001,1,0.626984126984127,False,BackSquat
36240_1,36240,1,train,True,True,1.6399999999999997,1.69,3.3299999999999996,2,0.11904761904761907,False,BackSquat
36243_3,36243,3,val,False,True,0.0,1.27,1.27,1,0.664021164021164,False,BackSquat
36249_1,36249,1,train,False,True,0.0,1.7999999999999998,1.7999999999999998,1,0.5238095238095238,False,BackSquat
36254_3,36254,3,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36257_1,36257,1,train,True,True,1.2999999999999998,0.8700000000000001,2.17,2,0.42592592592592593,False,BackSquat
36258_1,36258,1,train,False,True,0.0,1.5699999999999998,1.5699999999999998,1,0.5846560846560847,False,BackSquat
36261_1,36261,1,train,False,True,0.0,4.869999999999999,4.869999999999999,1,0.0,False,BackSquat
36264_2,36264,2,train,False,True,0.0,2.03,2.03,1,0.462962962962963,False,BackSquat
36267_1,36267,1,train,False,True,0.0,1.21,1.21,1,0.6798941798941799,False,BackSquat
36269_1,36269,1,train,True,True,1.1700000000000002,1.5300000000000002,2.7,2,0.2857142857142856,False,BackSquat
36271_3,36271,3,train,False,True,0.0,1.4500000000000002,1.4500000000000002,1,0.6164021164021163,False,BackSquat
36275_2,36275,2,test,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36276_4,36276,4,test,False,True,0.0,1.4100000000000001,1.4100000000000001,1,0.626984126984127,False,BackSquat
36288_3,36288,3,test,True,True,0.6599999999999999,0.5099999999999998,1.1699999999999997,2,0.6904761904761905,False,BackSquat
36289_4,36289,4,train,False,True,0.0,1.54,1.54,1,0.5925925925925926,False,BackSquat
36292_2,36292,2,train,False,True,0.0,1.7999999999999998,1.7999999999999998,1,0.5238095238095238,False,BackSquat
36295_1,36295,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36308_2,36308,2,train,False,True,0.0,1.12,1.12,1,0.7037037037037037,False,BackSquat
36309_3,36309,3,train,False,True,0.0,1.4400000000000002,1.4400000000000002,1,0.619047619047619,False,BackSquat
36318_5,36318,5,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36324_1,36324,1,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36325_1,36325,1,train,True,True,2.51,3.1100000000000003,5.62,2,0.0,False,BackSquat
36329_2,36329,2,train,False,True,0.0,2.4000000000000004,2.4000000000000004,1,0.365079365079365,False,BackSquat
36345_3,36345,3,val,False,True,0.0,1.97,1.97,1,0.47883597883597884,False,BackSquat
36350_4,36350,4,test,False,True,0.0,0.9900000000000001,0.9900000000000001,1,0.7380952380952381,False,BackSquat
36351_11,36351,11,val,True,True,0.3999999999999999,0.69,1.0899999999999999,2,0.7116402116402116,False,BackSquat
36354_2,36354,2,train,False,True,0.0,1.4,1.4,1,0.6296296296296297,False,BackSquat
36358_1,36358,1,train,False,True,0.0,5.0600000000000005,5.0600000000000005,1,0.0,False,BackSquat
36359_3,36359,3,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
36360_2,36360,2,val,False,True,0.0,0.96,0.96,1,0.746031746031746,False,BackSquat
36362_6,36362,6,train,False,True,0.0,1.0799999999999998,1.0799999999999998,1,0.7142857142857143,False,BackSquat
36365_3,36365,3,val,False,True,0.0,2.41,2.41,1,0.36243386243386233,False,BackSquat
36371_2,36371,2,train,False,True,0.0,3.4400000000000004,3.4400000000000004,1,0.08994708994708978,False,BackSquat
36373_1,36373,1,train,False,True,0.0,1.6300000000000001,1.6300000000000001,1,0.5687830687830687,False,BackSquat
36375_1,36375,1,val,False,True,0.0,2.73,2.73,1,0.2777777777777778,False,BackSquat
36389_4,36389,4,train,False,True,0.0,1.44,1.44,1,0.6190476190476191,False,BackSquat
36399_1,36399,1,train,False,True,0.0,1.98,1.98,1,0.47619047619047616,False,BackSquat
36408_2,36408,2,train,False,True,0.0,1.65,1.65,1,0.5634920634920635,False,BackSquat
36431_1,36431,1,train,False,True,0.0,4.47,4.47,1,0.0,False,BackSquat
36434_2,36434,2,train,False,False,0.0,0.0,0.0,0,1.0,False,BackSquat
